,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Returning_Visitor
329,2.0,58.0,0.0,0.0,7.0,101.8,0.0,0.011111111000000002,0.0,0.0,3,3,2,5,2,0,0,0
331,3.0,48.5,0.0,0.0,55.0,1042.242857,0.0,0.0022222220000000003,0.0,0.0,3,4,2,1,2,0,0,0
332,1.0,21.0,3.0,116.0,21.0,613.6666667000002,0.008333333,0.023611111,0.0,0.0,3,1,2,1,1,0,0,1
333,4.0,115.3333333,0.0,0.0,64.0,1588.944444,0.003076923,0.009213675,0.0,0.0,3,2,2,1,1,0,0,1
335,1.0,8.0,0.0,0.0,14.0,269.5,0.0,0.019047619,0.0,0.0,3,2,2,3,1,0,0,1
336,1.0,32.28571429,0.0,0.0,8.0,1236.2,0.0,0.028571429,0.0,0.0,3,3,2,1,3,0,0,1
337,0.0,0.0,0.0,0.0,49.0,1384.016667,0.0,0.011904762,0.0,0.0,3,2,2,1,2,0,0,1
338,0.0,0.0,0.0,0.0,4.0,52.0,0.0,0.025,0.0,0.0,3,2,2,1,2,0,0,1
339,1.0,11.0,0.0,0.0,29.0,664.75,0.0,0.005057471,0.0,0.0,3,3,2,1,2,0,0,1
340,0.0,0.0,0.0,0.0,7.0,64.0,0.0,0.014285714,0.0,0.0,3,2,2,1,3,0,0,1
343,0.0,0.0,0.0,0.0,25.0,1690.9777780000004,0.008,0.037333333,0.0,0.0,3,1,1,5,1,0,0,1
345,4.0,277.75,0.0,0.0,3.0,178.75,0.0,0.008,0.0,0.0,3,3,2,3,5,0,0,0
346,0.0,0.0,0.0,0.0,12.0,407.0,0.0,0.033333333,0.0,0.0,3,2,2,4,3,0,0,1
347,6.0,241.1666667,0.0,0.0,39.0,1513.566667,0.005128205,0.021367521,0.0,0.0,3,1,1,1,3,0,0,1
348,3.0,64.0,0.0,0.0,24.0,832.0909091,0.0,0.009876543,0.0,0.0,3,2,3,1,3,0,0,0
349,1.0,25.5,0.0,0.0,12.0,250.8333333,0.0,0.016666667,0.0,0.0,3,3,2,2,1,1,0,1
350,2.0,64.0,0.0,0.0,15.0,565.6666667000002,0.0,0.00625,0.0,0.0,3,2,2,1,1,0,0,0
351,0.0,0.0,0.0,0.0,10.0,194.0,0.02,0.04,0.0,0.0,3,2,3,5,1,0,0,1
352,8.0,130.0,1.0,18.0,19.0,298.0,0.0,0.016666667,19.66818546,0.0,3,2,2,3,1,1,0,1
353,9.0,79.0,1.0,155.5,55.0,1743.0666670000005,0.0,0.004371585,0.0,0.0,3,2,2,5,2,0,0,1
354,3.0,84.0,0.0,0.0,27.0,655.9166667000002,0.0,0.011111111000000002,0.0,0.0,3,2,2,2,1,0,0,1
355,0.0,0.0,1.0,9.0,30.0,1992.833333,0.0,0.003333333,9.227000967,0.0,3,2,3,1,3,0,1,1
357,0.0,0.0,0.0,0.0,24.0,308.8635531000001,0.0,0.028030303,0.0,0.0,3,2,3,2,2,0,0,1
358,3.0,41.0,0.0,0.0,46.0,2749.666667,0.0,0.005555556,0.0,0.0,3,2,2,1,2,0,0,1
360,0.0,0.0,0.0,0.0,25.0,812.0,0.0,0.008,0.0,0.0,3,2,2,1,1,0,0,1
361,0.0,0.0,0.0,0.0,12.0,166.0,0.028571429,0.071428571,0.0,0.0,3,2,2,1,1,1,0,1
362,1.0,14.0,0.0,0.0,4.0,65.0,0.0,0.05,0.0,0.0,3,2,3,3,1,0,0,1
363,4.0,86.0,0.0,0.0,46.0,2450.688095,0.027083333,0.047905093,0.0,0.0,3,1,1,3,3,0,0,1
364,0.0,0.0,0.0,0.0,10.0,226.8333333,0.0,0.01,0.0,0.0,3,1,1,1,2,1,0,1
366,0.0,0.0,0.0,0.0,13.0,226.0,0.0,0.053846154000000014,0.0,0.0,3,2,2,4,3,1,0,1
368,5.0,51.5,0.0,0.0,2.0,6.0,0.0,0.033333333,0.0,0.0,3,2,3,2,1,0,0,1
369,2.0,7.0,0.0,0.0,27.0,559.4,0.014814815,0.030452675,0.0,0.0,3,2,3,4,3,1,0,1
370,8.0,269.0,0.0,0.0,33.0,1109.883333,0.013888889,0.027742165,0.0,0.0,3,1,1,4,1,0,0,1
371,0.0,0.0,0.0,0.0,5.0,239.0,0.0,0.04,0.0,0.0,3,2,2,5,1,0,0,1
372,2.0,44.5,0.0,0.0,7.0,212.1666667,0.0,0.00625,0.0,0.0,3,3,2,1,5,1,0,0
373,1.0,3.0,14.0,1165.166667,81.0,2820.952419,0.008897485,0.029431012000000006,0.0,0.0,3,2,2,3,2,0,0,1
375,0.0,0.0,0.0,0.0,8.0,781.0,0.028571429,0.05714285700000001,0.0,0.0,3,3,2,4,1,0,0,1
376,4.0,61.0,0.0,0.0,14.0,175.66666669999995,0.0,0.010588235,0.0,0.0,3,2,2,5,2,0,0,1
377,3.0,90.0,0.0,0.0,25.0,397.8846154,0.005333333000000001,0.033504762,0.0,0.0,3,2,2,1,1,1,0,1
378,0.0,0.0,0.0,0.0,25.0,770.0285713999998,0.0112,0.034933333,0.0,0.0,3,3,2,5,5,0,0,1
379,2.0,102.5,3.0,60.0,22.0,1034.975,0.0,0.014,16.14384,0.0,3,1,1,4,2,0,1,1
382,1.0,17.0,0.0,0.0,22.0,399.8,0.019047619,0.038095238,0.0,0.0,3,1,3,5,1,0,0,1
384,9.0,213.3214286,5.0,528.0,61.0,2258.430586,0.01,0.020655014,2.810812468,0.0,3,1,1,4,2,0,0,1
386,0.0,0.0,0.0,0.0,7.0,67.0,0.0,0.028571429,0.0,0.0,3,2,2,1,2,0,0,1
387,0.0,0.0,0.0,0.0,4.0,57.0,0.0,0.025,0.0,0.0,3,2,2,5,2,0,0,1
388,0.0,0.0,0.0,0.0,12.0,240.4166667,0.0,0.061688312,0.0,0.0,3,3,2,1,5,0,0,1
389,0.0,0.0,0.0,0.0,8.0,551.1666667000002,0.025,0.035,0.0,0.0,3,3,2,2,3,0,0,1
390,6.0,71.5,0.0,0.0,47.0,1532.2,0.009929078,0.019797366,27.26888014,0.0,3,2,2,1,1,0,1,1
392,1.0,6.0,0.0,0.0,14.0,548.1857143,0.028571429,0.02987013,0.0,0.0,3,3,2,3,1,1,0,1
394,0.0,0.0,0.0,0.0,3.0,103.0,0.0,0.022222222000000003,0.0,0.0,3,1,1,1,3,1,0,1
395,7.0,151.0,0.0,0.0,44.0,1406.1,0.004081633,0.006501458000000001,0.0,0.0,3,1,1,4,2,0,0,1
396,3.0,199.75,0.0,0.0,8.0,331.4,0.0,0.003333333,0.0,0.0,3,3,2,2,5,0,0,0
397,1.0,13.5,1.0,28.0,88.0,1759.275703,0.004545455,0.020644542,0.0,0.0,3,2,2,1,2,0,0,1
399,7.0,191.2,4.0,654.3333332999998,31.0,1204.600433,0.000854701,0.013342491,11.92009615,0.0,3,2,2,5,2,0,1,1
400,2.0,47.0,0.0,0.0,39.0,1743.3666670000002,0.0,0.016410256,78.93483561,0.0,3,3,3,2,1,0,1,1
401,0.0,0.0,0.0,0.0,10.0,236.0,0.0,0.026666667,0.0,0.0,3,2,2,1,1,0,0,1
402,5.0,197.0,4.0,246.0,17.0,427.08333330000005,0.0,0.008695652,0.0,0.0,3,1,1,3,2,0,0,0
403,3.0,115.125,0.0,0.0,46.0,909.522619,0.0042553190000000005,0.020449173,0.0,0.0,3,2,2,5,1,0,0,1
405,0.0,0.0,0.0,0.0,40.0,962.3333332999997,0.0,0.01625,0.0,0.0,3,2,2,5,1,0,0,1
408,8.0,237.5,4.0,142.0,30.0,1569.625,0.0,0.008108108000000001,15.88906362,0.0,3,1,2,1,5,1,1,1
409,3.0,66.33333333,0.0,0.0,15.0,424.83333330000005,0.0,0.0125,0.0,0.0,3,2,2,5,5,0,0,1
410,0.0,0.0,0.0,0.0,16.0,154.83333330000005,0.0,0.00625,0.0,0.0,3,2,3,5,1,0,0,1
411,2.0,190.0,1.0,0.0,37.0,758.4428571000002,0.0,0.010526316,0.0,0.0,3,1,1,5,1,1,0,1
412,4.0,174.0,1.0,18.5,11.0,305.875,0.0,0.001709402,0.0,0.0,3,1,2,3,5,1,0,0
413,3.0,227.0,0.0,0.0,2.0,62.0,0.0,0.025,0.0,0.0,3,3,2,1,5,1,0,1
414,1.0,23.0,0.0,0.0,15.0,656.25,0.028571429,0.028571429,0.0,0.0,3,1,1,5,2,1,0,1
415,0.0,0.0,0.0,0.0,29.0,617.5,0.006896551999999999,0.01954023,0.0,0.0,3,2,2,3,5,0,0,1
416,0.0,0.0,2.0,39.0,15.0,245.0,0.0,0.0125,11.9955404,0.0,3,2,2,1,3,1,1,1
417,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.066666667,0.0,0.0,3,2,2,2,1,1,0,1
420,1.0,26.0,1.0,0.0,55.0,872.4,0.0035087720000000003,0.01754386,0.0,0.0,3,2,3,1,1,1,0,1
422,0.0,0.0,0.0,0.0,38.0,1372.0,0.005405405,0.018918919,0.0,0.0,3,2,2,1,2,0,0,1
423,2.0,41.0,0.0,0.0,7.0,139.0,0.022222222000000003,0.055555556,0.0,0.0,3,2,3,5,2,1,0,1
425,0.0,0.0,0.0,0.0,5.0,288.5,0.0,0.0125,0.0,0.0,3,2,2,1,2,1,0,1
427,0.0,0.0,0.0,0.0,6.0,192.0,0.0,0.04,0.0,0.0,3,2,3,4,3,0,0,1
428,0.0,0.0,0.0,0.0,27.0,954.6666667000003,0.0,0.003846154,0.0,0.0,3,2,2,1,2,0,0,1
430,2.0,74.0,0.0,0.0,13.0,429.0,0.013333333,0.040444444,0.0,0.0,3,2,3,3,5,0,0,1
431,0.0,0.0,0.0,0.0,41.0,1546.5,0.0,0.008333333,0.0,0.0,3,3,2,1,1,1,0,1
432,2.0,45.0,0.0,0.0,9.0,96.46666667,0.0,0.018181818,0.0,0.0,3,2,2,3,1,0,0,1
433,2.0,112.0,0.0,0.0,9.0,198.8333333,0.0,0.006060606,0.0,0.0,3,3,2,3,2,1,0,0
435,2.0,37.0,0.0,0.0,15.0,208.5,0.0,0.011764706000000002,0.0,0.0,3,2,2,3,2,1,0,0
436,0.0,0.0,0.0,0.0,21.0,517.4238095,0.019047619,0.025,0.0,0.0,3,2,3,2,1,0,0,1
437,0.0,0.0,0.0,0.0,12.0,358.0666667,0.0,0.025,0.0,0.0,3,3,3,2,1,0,0,1
438,1.0,5.5,0.0,0.0,22.0,339.25,0.0,0.026984127000000004,0.0,0.0,3,2,2,2,3,0,0,1
439,3.0,50.0,0.0,0.0,13.0,796.0,0.0,0.013333333,0.0,0.0,3,2,2,5,2,0,0,1
440,0.0,0.0,0.0,0.0,31.0,1759.4166670000004,0.0,0.002903226,0.0,0.0,3,2,2,4,2,1,0,1
441,2.0,26.0,0.0,0.0,19.0,3277.0,0.015789473999999998,0.037894737000000005,0.0,0.0,3,2,2,4,5,0,0,1
442,0.0,0.0,0.0,0.0,13.0,265.1666667,0.0,0.046153846,0.0,0.0,3,2,2,4,2,0,0,1
443,5.0,113.5,0.0,0.0,13.0,437.2,0.0,0.0022222220000000003,0.0,0.0,3,1,3,4,5,0,0,0
444,0.0,0.0,0.0,0.0,6.0,92.0,0.0,0.066666667,0.0,0.0,3,1,1,3,5,0,0,1
445,3.0,279.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,3,3,2,1,5,1,0,1
446,3.0,228.0,1.0,267.5,23.0,1266.267677,0.002197802,0.037765568,0.0,0.0,3,2,2,3,2,0,0,1
447,3.0,55.0,2.0,4.0,2.0,19.0,0.0,0.033333333,0.0,0.0,3,1,1,5,2,0,0,0
448,6.0,112.5,0.0,0.0,47.0,1882.113409,0.004,0.019314286,17.527656,0.0,3,1,1,4,3,0,0,1
449,1.0,17.0,0.0,0.0,12.0,616.4,0.0,0.018181818,0.0,0.0,3,1,1,3,1,1,0,1
450,0.0,0.0,0.0,0.0,5.0,155.0,0.04,0.053333333,0.0,0.0,3,2,2,1,2,0,0,1
451,0.0,0.0,0.0,0.0,11.0,814.5,0.0,0.01,0.0,0.0,3,1,1,1,2,0,0,0
452,0.0,0.0,0.0,0.0,21.0,460.4166667,0.019047619,0.036507937,0.0,0.0,3,2,2,5,1,0,0,1
453,0.0,0.0,0.0,0.0,5.0,819.5,0.0,0.036000000000000004,0.0,0.0,3,2,2,1,2,1,0,1
454,1.0,8.5,0.0,0.0,30.0,659.2,0.0,0.006451613,0.0,0.0,3,2,2,3,3,1,0,0
455,0.0,0.0,0.0,0.0,5.0,427.0,0.0,0.04,0.0,0.0,3,3,3,3,5,1,0,1
457,0.0,0.0,0.0,0.0,17.0,766.5,0.0,0.0125,61.9395,0.0,3,2,2,1,2,1,1,0
459,0.0,0.0,0.0,0.0,14.0,2425.0,0.0,0.007142857,0.0,0.0,3,2,2,1,3,0,0,1
461,0.0,0.0,0.0,0.0,15.0,638.6428571,0.003571429,0.053571429,0.0,0.0,3,3,2,1,1,0,0,1
462,0.0,0.0,1.0,132.0,8.0,445.0,0.0,0.014285714,0.0,0.0,3,3,2,4,5,1,0,1
463,0.0,0.0,0.0,0.0,4.0,81.0,0.0,0.025,0.0,0.0,3,2,2,3,2,0,0,1
464,0.0,0.0,0.0,0.0,20.0,1985.0,0.03,0.055,0.0,0.0,3,1,1,1,1,0,0,1
465,5.0,97.5,0.0,0.0,24.0,758.1444444,0.04,0.05984615400000001,0.0,0.0,3,3,2,2,1,1,0,1
466,7.0,182.0833333,0.0,0.0,15.0,310.9,0.0,0.01,0.0,0.0,3,2,2,4,2,0,0,1
467,3.0,97.0,0.0,0.0,15.0,482.0,0.0125,0.025,0.0,0.0,3,2,2,5,1,0,0,1
469,3.0,34.83333333,0.0,0.0,30.0,709.8333332999998,0.026666667,0.046666667,0.0,0.0,3,1,1,2,1,1,0,1
473,0.0,0.0,2.0,14.0,11.0,687.5,0.020512821,0.035897436,0.0,0.0,3,3,2,1,3,1,0,1
474,0.0,0.0,0.0,0.0,30.0,632.5833332999998,0.0,0.021666667,0.0,0.0,3,2,3,1,1,0,0,1
475,1.0,77.0,0.0,0.0,9.0,312.0,0.0,0.044444444000000013,0.0,0.0,3,1,1,3,3,1,0,0
476,3.0,107.0,0.0,0.0,45.0,2502.966667,0.0,0.008510638000000001,9.702113281,0.0,3,2,3,1,2,1,0,0
480,1.0,0.0,0.0,0.0,39.0,2487.5,0.017105263,0.047105263,0.0,0.0,3,2,2,1,3,0,0,1
481,0.0,0.0,0.0,0.0,15.0,212.8,0.019047619,0.042857143,0.0,0.0,3,1,1,3,1,0,0,1
482,2.0,11.0,0.0,0.0,20.0,510.0,0.013636364,0.034848485,0.0,0.0,3,4,1,5,1,0,0,1
484,2.0,47.66666667,0.0,0.0,5.0,72.33333333,0.0,0.014285714,0.0,0.0,3,1,1,5,2,0,0,0
486,0.0,0.0,0.0,0.0,8.0,267.0,0.0,0.05,0.0,0.0,3,2,2,3,3,0,0,1
487,0.0,0.0,0.0,0.0,8.0,481.1666667,0.0,0.025,0.0,0.0,3,2,2,5,5,0,0,1
488,0.0,0.0,0.0,0.0,4.0,2528.0,0.0,0.066666667,0.0,0.0,3,2,2,5,1,1,0,1
489,2.0,30.0,1.0,148.5,24.0,1530.194444,0.007407406999999999,0.014814815,10.10222222,0.0,3,1,1,1,5,0,0,1
490,0.0,0.0,0.0,0.0,7.0,289.5,0.0,0.014285714,0.0,0.0,3,1,1,1,1,1,0,1
492,0.0,0.0,0.0,0.0,16.0,676.75,0.014285714,0.035714286,0.0,0.0,3,4,2,1,3,0,0,1
494,2.0,25.0,0.0,0.0,6.0,65.0,0.0,0.025,0.0,0.0,3,2,2,1,2,1,0,0
495,0.0,0.0,0.0,0.0,16.0,630.75,0.0,0.04047619,0.0,0.0,3,3,2,1,1,1,0,1
497,0.0,0.0,0.0,0.0,5.0,77.0,0.0,0.04,0.0,0.0,3,2,3,1,3,1,0,1
498,5.0,59.0,0.0,0.0,3.0,44.66666667,0.0,0.025,0.0,0.0,3,2,3,5,2,1,0,1
500,0.0,0.0,0.0,0.0,10.0,322.5,0.04,0.07,0.0,0.0,3,2,2,4,1,0,0,1
501,0.0,0.0,0.0,0.0,11.0,919.0,0.0,0.027272727000000004,0.0,0.0,3,2,3,2,3,0,0,1
503,4.0,100.3,0.0,0.0,66.0,2868.133333,0.011428571,0.01725974,9.162351243,0.0,3,3,2,1,1,0,1,1
504,1.0,23.0,0.0,0.0,27.0,1058.893939,0.0,0.010493827,1.865777778,0.0,3,2,2,3,5,0,0,1
505,6.0,53.38095238,0.0,0.0,5.0,54.38095238,0.0,0.003571429,0.0,0.0,3,2,2,5,2,1,0,0
506,2.0,8.0,0.0,0.0,11.0,543.5,0.007692308,0.038461538,0.0,0.0,3,2,2,3,5,0,0,1
507,0.0,0.0,0.0,0.0,29.0,1089.0,0.006896551999999999,0.013793103,0.0,0.0,3,1,3,1,1,0,0,1
508,1.0,0.0,1.0,60.0,43.0,1131.808333,0.028787879,0.047348485,0.0,0.0,3,1,1,1,3,0,0,1
509,0.0,0.0,0.0,0.0,7.0,314.5,0.033333333,0.066666667,0.0,0.0,3,2,2,3,1,0,0,1
514,0.0,0.0,1.0,212.5,21.0,1198.75,0.0,0.003174603,0.0,0.0,3,2,3,5,2,0,0,1
516,0.0,0.0,0.0,0.0,17.0,927.1666667000003,0.0,0.014705882,0.0,0.0,3,1,1,2,3,0,0,1
517,9.0,97.64285714,0.0,0.0,37.0,584.5958874,0.005128205,0.013043478,0.0,0.0,3,2,3,1,3,1,0,1
518,0.0,0.0,0.0,0.0,4.0,135.5,0.0,0.066666667,0.0,0.0,3,2,2,3,5,0,0,1
519,3.0,148.0,0.0,0.0,8.0,292.5,0.0,0.027272727000000004,0.0,0.0,3,2,2,1,3,1,0,1
520,0.0,0.0,0.0,0.0,2.0,68.5,0.0,0.033333333,0.0,0.0,3,3,2,1,5,0,0,1
521,3.0,58.0,0.0,0.0,23.0,364.1666667,0.004,0.02,0.0,0.0,3,2,2,1,3,0,0,1
522,0.0,0.0,0.0,0.0,26.0,694.3,0.023076923,0.036410256,0.0,0.0,3,3,2,2,3,1,0,1
523,1.0,3.0,0.0,0.0,3.0,236.0,0.0,0.025,0.0,0.0,3,3,2,1,3,1,0,1
524,4.0,97.61111111,0.0,0.0,24.0,1128.468254,0.038461538,0.058577534,0.0,0.0,3,2,3,3,1,0,0,1
525,4.0,57.0,0.0,0.0,5.0,81.0,0.0,0.025,0.0,0.0,3,1,1,5,5,0,0,1
526,2.0,34.0,0.0,0.0,21.0,521.5,0.018181818,0.021212121,0.0,0.0,3,3,2,5,1,1,0,1
527,0.0,0.0,0.0,0.0,7.0,496.75,0.0,0.011111111000000002,0.0,0.0,3,3,2,5,1,0,0,1
528,0.0,0.0,0.0,0.0,9.0,104.8333333,0.022222222000000003,0.072222222,0.0,0.0,3,2,2,4,2,0,0,1
529,1.0,7.0,0.0,0.0,4.0,45.0,0.0,0.0125,0.0,0.0,3,3,2,3,1,0,0,1
530,2.0,37.5,0.0,0.0,2.0,492.5,0.0,0.05,0.0,0.0,3,2,2,1,2,0,0,1
531,1.0,3.0,0.0,0.0,40.0,624.75,0.0,0.014634146,0.0,0.0,3,3,3,3,3,0,0,1
533,0.0,0.0,0.0,0.0,6.0,116.5,0.0,0.066666667,0.0,0.0,3,2,2,2,3,1,0,1
534,0.0,0.0,0.0,0.0,8.0,144.0,0.025,0.045833333,0.0,0.0,3,3,2,5,3,1,0,1
535,2.0,22.5,0.0,0.0,28.0,686.3222222,0.0,0.001190476,0.0,0.0,3,2,3,3,1,0,0,1
537,0.0,0.0,0.0,0.0,7.0,126.0,0.028571429,0.05714285700000001,0.0,0.0,3,2,3,2,5,0,0,1
539,0.0,0.0,0.0,0.0,6.0,218.0,0.0,0.066666667,0.0,0.0,3,2,2,3,1,0,0,1
541,0.0,0.0,0.0,0.0,30.0,484.67261900000005,0.0,0.018965517,0.0,0.0,3,2,3,5,1,0,0,1
542,0.0,0.0,0.0,0.0,19.0,439.83333330000005,0.005555556,0.003703704,0.0,0.0,3,1,1,5,2,0,0,0
543,2.0,38.0,0.0,0.0,21.0,733.7,0.0,0.014035088,0.0,0.0,3,2,3,1,3,1,0,1
544,6.0,77.0,3.0,447.0,34.0,1469.702381,0.0,0.02398374,22.80152439,0.0,3,2,2,1,2,0,0,1
545,2.0,58.5,2.0,125.0,16.0,485.83333330000005,0.0,0.0022222220000000003,0.0,0.0,3,2,2,5,2,1,0,0
546,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.066666667,0.0,0.0,3,2,3,1,1,1,0,1
547,6.0,99.33333333,1.0,28.5,5.0,345.5,0.0,0.011111111000000002,0.0,0.0,3,2,2,3,5,0,0,0
548,3.0,117.0,0.0,0.0,20.0,543.8,0.00952381,0.019047619,0.0,0.0,3,1,1,1,2,0,0,0
549,0.0,0.0,0.0,0.0,3.0,48.0,0.0,0.066666667,0.0,0.0,3,4,1,1,1,0,0,1
550,2.0,16.66666667,0.0,0.0,22.0,343.3690476000001,0.001298701,0.039924242,0.0,0.0,3,3,2,1,1,0,0,1
551,0.0,0.0,0.0,0.0,9.0,171.0,0.022222222000000003,0.066666667,0.0,0.0,3,2,3,4,3,0,0,1
552,12.0,81.5,0.0,0.0,61.0,2202.579167000001,0.005797101,0.017153855,0.0,0.0,3,2,2,1,1,0,0,1
553,0.0,0.0,0.0,0.0,11.0,299.5,0.036363636,0.072727273,0.0,0.0,3,1,1,3,1,0,0,1
555,0.0,0.0,1.0,90.0,11.0,1056.5,0.018181818,0.054545455,0.0,0.0,3,4,2,1,2,0,0,1
556,4.0,34.0,0.0,0.0,46.0,627.3083333,0.0,0.004166667,0.0,0.0,3,2,2,5,5,0,0,0
557,4.0,38.5,0.0,0.0,33.0,583.8333332999998,0.002631579,0.007894736999999999,0.0,0.0,3,2,2,4,3,1,0,1
558,0.0,0.0,0.0,0.0,7.0,221.5,0.0,0.028571429,0.0,0.0,3,4,1,1,3,0,0,1
559,0.0,0.0,0.0,0.0,44.0,441.7916667,0.004545455,0.018181818,0.0,0.0,3,4,2,1,3,0,0,1
560,7.0,156.25,0.0,0.0,37.0,1037.355013,0.0,0.0165,0.0,0.0,3,3,2,5,2,0,0,1
561,3.0,15.0,0.0,0.0,11.0,246.0,0.018181818,0.054545455,0.0,0.0,3,2,2,1,5,0,0,1
563,0.0,0.0,2.0,18.0,1.0,46.0,0.0,0.066666667,0.0,0.0,3,2,2,5,5,0,0,1
564,0.0,0.0,0.0,0.0,80.0,801.802381,0.0,0.0035,0.0,0.0,3,2,2,3,1,0,0,1
565,1.0,19.0,0.0,0.0,40.0,1361.166667,0.005,0.0225,0.0,0.0,3,4,1,2,3,1,0,1
567,1.0,7.0,0.0,0.0,17.0,2648.5,0.0125,0.03125,0.0,0.0,3,2,2,1,2,0,0,1
569,0.0,0.0,0.0,0.0,13.0,255.0,0.0,0.015384615,0.0,0.0,3,2,3,1,1,1,0,1
570,0.0,0.0,0.0,0.0,2.0,221.5,0.0,0.05,0.0,0.0,3,3,2,3,5,1,0,1
572,0.0,0.0,0.0,0.0,7.0,125.0,0.0,0.028571429,0.0,0.0,3,2,2,1,1,0,0,1
573,0.0,0.0,0.0,0.0,12.0,323.0,0.033333333,0.066666667,0.0,0.0,3,2,2,1,3,1,0,1
574,5.0,67.5,3.0,245.0,32.0,1929.329762,0.0,0.00430839,0.0,0.0,3,2,3,1,1,0,0,1
576,0.0,0.0,0.0,0.0,5.0,116.0,0.0,0.04,0.0,0.0,3,2,3,1,1,0,0,1
578,3.0,14.0,0.0,0.0,27.0,1585.666667,0.026666667,0.058333333,0.0,0.0,3,2,2,5,1,1,0,1
579,6.0,145.0,0.0,0.0,13.0,644.0,0.0,0.013333333,0.0,0.0,3,2,2,1,2,0,0,0
580,0.0,0.0,0.0,0.0,5.0,488.5,0.032727273,0.033846154,0.0,0.0,3,2,3,5,5,0,0,1
581,0.0,0.0,1.0,15.0,25.0,1235.65,0.041666667,0.05327381,0.0,0.0,3,1,1,1,3,1,0,1
582,1.0,43.0,0.0,0.0,37.0,1505.166667,0.0,0.005263158,0.0,0.0,3,2,2,4,5,0,0,0
583,0.0,0.0,0.0,0.0,7.0,495.0,0.0,0.00952381,0.0,0.0,3,4,1,3,2,0,0,1
584,4.0,84.0,0.0,0.0,21.0,270.0,0.0,0.002380952,0.0,0.0,3,1,1,3,2,0,0,1
586,4.0,120.0,0.0,0.0,13.0,293.0,0.0,0.014285714,0.0,0.0,3,1,2,1,5,0,0,1
587,0.0,0.0,1.0,0.0,51.0,2122.656061,0.0,0.007051282,9.294775641000001,0.0,3,2,2,1,5,0,1,1
588,0.0,0.0,0.0,0.0,35.0,1231.160256,0.005714286,0.023619048,0.0,0.0,3,2,2,1,1,0,0,1
590,0.0,0.0,0.0,0.0,17.0,341.6666667,0.011764706000000002,0.041176471,0.0,0.0,3,2,3,5,5,0,0,1
592,0.0,0.0,0.0,0.0,21.0,1686.3333329999996,0.0,0.030952381,0.0,0.0,3,2,3,2,1,0,0,1
593,5.0,263.0,0.0,0.0,3.0,212.0,0.0,0.028571429,0.0,0.0,3,1,1,5,5,0,0,0
594,1.0,0.0,0.0,0.0,34.0,2161.979365,0.00625,0.020233586,0.0,0.0,3,3,2,1,1,0,0,1
595,9.0,72.94444444,2.0,125.0952381,17.0,318.0730159,0.008695652,0.035397452999999995,0.0,0.0,3,3,2,5,2,0,0,1
597,0.0,0.0,0.0,0.0,30.0,390.6666667,0.006666666999999999,0.056666667,0.0,0.0,3,2,3,5,1,0,0,1
598,0.0,0.0,0.0,0.0,11.0,253.0,0.0,0.027272727000000004,0.0,0.0,3,2,2,2,1,0,0,1
600,6.0,87.33333333,0.0,0.0,62.0,1470.853037,0.0,0.009683372,0.0,0.0,3,2,3,5,3,1,0,1
601,6.0,99.60588235,0.0,0.0,83.0,2585.61835,0.0,0.00761877,6.871308983,0.0,3,2,2,2,2,0,1,1
602,3.0,63.0,0.0,0.0,13.0,400.3333333,0.030769231,0.046153846,0.0,0.0,3,4,1,3,1,0,0,1
603,3.0,68.0,1.0,103.0,10.0,808.5,0.0,0.015384615,35.99261538,0.0,3,2,2,3,5,1,1,1
604,0.0,0.0,0.0,0.0,12.0,1484.0,0.0,0.016666667,0.0,0.0,3,2,2,5,1,0,0,1
605,0.0,0.0,0.0,0.0,4.0,505.0,0.0,0.05,0.0,0.0,3,2,2,1,1,0,0,1
606,3.0,68.5,0.0,0.0,37.0,1121.205556,0.005405405,0.00113798,0.0,0.0,3,1,1,1,2,1,0,1
607,1.0,135.0,0.0,0.0,2.0,141.0,0.0,0.066666667,0.0,0.0,3,2,2,1,5,0,0,1
608,0.0,0.0,0.0,0.0,3.0,234.0,0.0,0.033333333,0.0,0.0,3,1,2,1,2,1,0,1
609,1.0,34.0,0.0,0.0,7.0,179.0,0.0,0.028571429,53.13428571,0.0,3,2,3,2,5,0,1,0
610,6.0,176.25,12.0,404.0,41.0,2720.671429,0.012962963,0.033262108,8.833825926,0.0,3,2,2,2,2,1,1,1
613,4.0,76.0,0.0,0.0,39.0,1936.55,0.004761905,0.023809524,5.51397619,0.0,3,4,1,3,2,0,0,1
614,3.0,118.6666667,0.0,0.0,17.0,694.0,0.003703704,0.008333333,27.45138186,0.0,3,3,2,1,2,1,1,1
616,8.0,174.5,0.0,0.0,10.0,195.5,0.0,0.006060606,0.0,0.0,3,1,1,3,2,0,0,1
617,1.0,40.0,0.0,0.0,27.0,1400.5,0.0,0.007142857,0.0,0.0,3,1,1,4,2,0,0,1
618,8.0,201.1666667,3.0,41.0,18.0,914.1666667000003,0.0,0.0125,0.0,0.0,3,1,1,1,3,0,0,1
